curso,turno,qualificacao_previa,nacionalidade,necessidades_especiais,mensalidade_em_dia,sexo,bolsista,aprovacoes,aproveitamentos,matriculas,media,indice_deseprego,indice_inflacao,PIB,STATUS
12,1,1,1,0,1,0,0,14,0,16,28.8057142857143,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,16,0,16,28805.0,9.4,-0.8,-3.12,1
6,1,1,1,0,0,1,0,9,0,12,28.8,11.1,0.6,2.02,1
10,1,1,1,0,1,0,1,11,0,12,28.8,12.7,3.7,-1.7,1
6,1,1,1,0,1,0,0,10,0,10,28.8,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,1,14,0,16,28.8,12.7,3.7,-1.7,1
6,1,1,1,0,1,1,0,10,0,10,28.8,12.7,3.7,-1.7,1
5,1,1,17,0,1,1,0,10,0,12,28.8,16.2,0.3,-0.92,1
17,0,1,1,0,1,1,0,10,0,10,28.8,12.7,3.7,-1.7,1
15,1,1,1,0,1,0,0,11,0,12,28.7714285714286,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,1,15,0,15,28.7571428571429,13.9,-0.3,0.79,1
12,1,1,1,0,1,0,0,16,0,16,28755.0,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,14,0,15,28.7519444444444,15.5,2.8,-4.06,1
14,1,1,1,0,1,0,0,8,0,10,28.75,7.6,2.6,0.32,0
6,1,1,1,0,1,0,0,12,0,12,28.75,15.5,2.8,-4.06,1
13,1,1,1,0,1,0,0,15,0,15,28.7410714285714,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,1,14,0,16,28.72,10.8,1.4,1.74,1
14,1,1,1,0,1,1,0,12,0,12,28.7142857142857,8.9,1.4,3.51,1
12,1,3,1,0,1,0,0,12,2,14,28.7142857142857,7.6,2.6,0.32,1
14,1,3,1,0,1,0,0,16,6,19,28.7111111111111,13.9,-0.3,0.79,1
12,1,6,1,0,1,0,1,12,0,14,28.7,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,12,0,14,28.7,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,16,0,16,28.6825,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,14,0,15,28.6770833333333,11.1,0.6,2.02,1
12,1,1,1,0,1,0,0,12,0,14,28.6666666666667,7.6,2.6,0.32,1
6,1,1,1,0,1,0,0,11,0,12,28.6666666666667,11.1,0.6,2.02,1
15,1,1,1,0,1,0,0,12,0,12,28.6666666666667,10.8,1.4,1.74,1
11,1,1,1,0,1,1,0,12,0,12,28.6666666666667,11.1,0.6,2.02,1
4,1,14,1,0,1,1,0,12,0,12,28.6666666666667,12.4,0.5,1.79,1
14,1,1,14,0,1,0,0,13,3,13,28.6666666666667,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,15,0,15,28.66125,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,15,0,15,28.6571428571429,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,0,14,0,16,28.6571428571429,10.8,1.4,1.74,1
3,0,2,1,0,1,1,0,21,15,23,28.6545454545455,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,13,0,15,28.6541666666667,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,0,15,0,15,28.6342857142857,11.1,0.6,2.02,0
12,1,1,1,0,1,0,0,12,0,14,28.6333333333333,7.6,2.6,0.32,1
12,1,1,1,0,1,0,1,14,0,16,28.6285714285714,12.7,3.7,-1.7,1
12,1,1,1,0,1,1,1,14,0,16,28.6285714285714,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,1,14,0,16,28.6257142857143,10.8,1.4,1.74,1
10,1,1,1,0,1,0,1,12,0,12,28.6190476190476,11.1,0.6,2.02,1
4,1,12,1,0,1,1,0,12,0,12,28.6161616161616,16.2,0.3,-0.92,1
6,1,1,1,0,1,0,0,9,0,10,28.6071428571429,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,15,0,15,28.5944444444444,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,15,0,15,28.5779220779221,16.2,0.3,-0.92,1
12,1,1,1,0,1,1,0,14,0,16,28.5714285714286,12.7,3.7,-1.7,1
16,1,1,1,0,1,0,1,14,0,14,28.5714285714286,16.2,0.3,-0.92,1
10,1,1,1,0,1,0,1,12,0,12,28.5714285714286,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,0,15,0,15,28.5548214285714,11.1,0.6,2.02,1
1,1,1,1,0,1,0,0,12,0,14,28.55,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,0,16,0,16,28.5375,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,12,0,14,28.5333333333333,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,12,0,14,28.5333333333333,7.6,2.6,0.32,1
14,1,1,1,0,1,1,0,12,0,12,28.5238095238095,8.9,1.4,3.51,1
12,1,3,1,0,1,0,0,14,2,16,28.5142857142857,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,1,16,0,16,28505.0,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,16,0,16,28.5,9.4,-0.8,-3.12,1
14,1,1,1,0,0,1,0,5,0,12,28.5,13.9,-0.3,0.79,0
14,1,1,1,0,1,1,0,8,0,10,28.5,7.6,2.6,0.32,1
3,0,1,1,0,1,0,1,12,0,12,28.5,12.7,3.7,-1.7,1
6,1,16,1,0,1,0,0,18,11,20,28.5,8.9,1.4,3.51,1
7,1,1,1,0,1,1,0,4,2,12,28.5,15.5,2.8,-4.06,0
15,1,1,1,0,1,0,0,12,0,12,28.5,8.9,1.4,3.51,1
6,1,1,1,0,1,0,0,12,0,12,28.5,8.9,1.4,3.51,1
3,0,14,1,0,1,0,1,12,5,12,28.5,12.4,0.5,1.79,1
17,0,3,1,0,1,0,0,20,10,20,28.5,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,0,15,0,15,28.4944642857143,11.1,0.6,2.02,1
6,1,1,1,0,1,0,1,11,0,12,28.4920634920635,12.4,0.5,1.79,1
12,1,1,1,0,1,0,0,14,0,16,28.48,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,15,0,15,28.478253968254,12.4,0.5,1.79,1
3,0,15,1,0,1,0,0,19,11,19,28.4772727272727,12.4,0.5,1.79,1
10,1,1,1,0,1,0,1,12,0,12,28.4761904761905,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,12,0,14,28.4666666666667,7.6,2.6,0.32,1
12,1,1,1,0,1,0,1,14,0,16,28.4657142857143,10.8,1.4,1.74,1
6,1,1,1,0,1,0,0,11,0,12,28.4571428571429,13.9,-0.3,0.79,1
6,1,1,1,0,1,0,0,11,0,12,28.4285714285714,16.2,0.3,-0.92,1
11,1,1,1,0,1,1,0,12,0,12,28.4285714285714,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,1,14,0,16,28.4285714285714,12.7,3.7,-1.7,1
12,1,1,1,1,1,0,0,15,0,15,28.4155844155844,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,1,8,0,15,28.4125,13.9,-0.3,0.79,0
3,0,14,1,0,1,0,0,12,5,12,28.4047619047619,12.4,0.5,1.79,1
14,1,1,1,0,1,0,0,10,0,10,28.4,7.6,2.6,0.32,1
6,1,1,1,0,1,0,0,10,0,10,28.4,7.6,2.6,0.32,1
12,1,1,1,0,1,0,1,12,0,14,28.4,7.6,2.6,0.32,1
6,1,1,1,0,0,0,1,10,2,10,28.4,12.7,3.7,-1.7,0
6,1,1,1,0,1,0,1,10,0,10,28.4,7.6,2.6,0.32,0
7,1,1,1,0,0,1,1,10,0,10,28.4,8.9,1.4,3.51,1
6,1,1,1,0,1,0,1,10,0,10,28.4,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,14,0,16,28.4,12.7,3.7,-1.7,1
9,1,1,1,0,1,1,0,10,0,10,28.4,8.9,1.4,3.51,1
12,1,1,10,0,1,0,1,16,0,16,28.4,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,14,0,16,28.4,12.7,3.7,-1.7,1
14,1,1,1,0,1,0,0,12,0,12,28.3888888888889,10.8,1.4,1.74,1
12,1,1,1,0,1,0,1,14,0,15,28.3714285714286,12.4,0.5,1.79,1
15,1,13,1,0,1,1,0,11,0,12,28.3666666666667,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,0,15,0,15,28365.0,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,0,15,0,15,28.3617857142857,11.1,0.6,2.02,1
12,1,1,1,0,1,0,0,15,0,15,28.3555555555556,16.2,0.3,-0.92,1
11,1,15,1,0,1,0,0,25,21,25,28.3525641025641,13.9,-0.3,0.79,1
4,1,1,1,0,1,1,0,31,28,31,28.3418803418803,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,1,15,0,15,28.3375,13.9,-0.3,0.79,1
5,1,1,1,0,1,0,1,12,0,12,28.3333333333333,11.1,0.6,2.02,1
4,1,1,14,0,0,0,0,4,4,16,28.3333333333333,15.5,2.8,-4.06,0
6,1,14,1,0,1,0,0,4,0,10,28.3333333333333,12.7,3.7,-1.7,1
15,1,1,1,0,1,1,0,12,0,12,28.3333333333333,8.9,1.4,3.51,1
15,1,1,1,0,1,0,0,12,0,12,28.3333333333333,11.1,0.6,2.02,1
10,1,1,1,0,1,0,1,12,0,12,28.3333333333333,8.9,1.4,3.51,1
15,1,1,1,0,1,0,1,12,0,12,28.3333333333333,11.1,0.6,2.02,1
3,0,1,1,0,1,0,1,11,0,12,28.3333333333333,16.2,0.3,-0.92,1
15,1,1,1,0,1,0,1,12,0,12,28.3333333333333,16.2,0.3,-0.92,1
8,1,1,1,0,1,0,0,12,0,12,28.3333333333333,12.4,0.5,1.79,1
6,1,16,1,0,1,0,0,20,11,20,28.3153846153846,8.9,1.4,3.51,1
7,1,15,1,0,1,1,0,11,6,11,28.3095238095238,11.1,0.6,2.02,0
12,1,1,1,0,1,0,1,16,0,16,28.3075,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,12,0,14,28.3,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,12,0,14,28.3,7.6,2.6,0.32,1
16,1,1,1,0,1,0,1,14,0,14,28.2857142857143,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,16,0,16,28.2825,9.4,-0.8,-3.12,1
2,1,1,1,0,1,0,1,34,30,34,28.2777777777778,11.1,0.6,2.02,1
12,1,1,1,0,1,0,0,14,0,16,28.2742857142857,10.8,1.4,1.74,1
13,1,1,1,0,1,1,0,15,0,15,28.2732142857143,15.5,2.8,-4.06,1
15,1,1,1,0,1,0,1,12,0,12,28.2619047619048,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,1,15,0,15,28.2567857142857,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,15,0,15,28.2531746031746,12.4,0.5,1.79,1
6,1,1,1,0,1,0,0,8,0,10,28.25,7.6,2.6,0.32,1
15,1,1,9,0,1,0,0,5,0,12,28.25,7.6,2.6,0.32,0
10,1,1,1,0,1,0,0,12,0,12,28.25,16.2,0.3,-0.92,1
14,1,1,1,0,1,1,0,9,0,12,28.25,10.8,1.4,1.74,1
10,1,3,1,0,1,0,0,10,0,12,28.25,16.2,0.3,-0.92,1
10,1,1,1,0,1,0,1,12,0,12,28.2380952380952,11.1,0.6,2.02,1
12,1,1,1,0,1,0,0,14,0,16,28.2314285714286,10.8,1.4,1.74,1
12,1,1,1,0,1,0,1,15,0,15,28.2277777777778,12.4,0.5,1.79,1
12,1,1,1,0,1,1,0,15,0,15,28.2257142857143,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,16,0,16,28.22,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,15,0,15,28.21875,13.9,-0.3,0.79,1
12,1,1,1,0,1,0,0,15,0,15,28.2104761904762,11.1,0.6,2.02,1
6,1,1,1,0,1,0,0,10,0,10,28.2,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,14,0,16,28.2,10.8,1.4,1.74,1
8,1,1,1,0,1,1,0,9,0,10,28.2,7.6,2.6,0.32,1
6,1,1,1,0,1,0,1,10,0,10,28.2,10.8,1.4,1.74,1
7,1,1,1,0,1,1,0,10,0,10,28.2,8.9,1.4,3.51,1
14,1,1,1,0,1,0,0,12,0,12,28.1904761904762,12.4,0.5,1.79,1
3,0,1,1,0,1,1,0,16,6,16,28.1904761904762,8.9,1.4,3.51,1
12,1,1,1,0,1,0,0,15,0,15,28.184126984127,12.4,0.5,1.79,1
13,1,1,1,0,1,0,1,15,0,15,28.1785714285714,15.5,2.8,-4.06,1
6,1,1,1,0,1,0,0,12,0,12,28.1730769230769,15.5,2.8,-4.06,1
12,1,1,1,0,1,1,0,14,0,14,28.1714285714286,7.6,2.6,0.32,1
4,1,14,1,0,1,0,1,12,0,12,28.1666666666667,13.9,-0.3,0.79,1
2,1,1,12,0,1,1,0,23,10,23,28.1666666666667,8.9,1.4,3.51,1
14,1,1,1,0,1,0,1,12,0,12,28.1666666666667,12.7,3.7,-1.7,1
15,1,1,1,0,1,1,0,12,0,12,28.1666666666667,12.7,3.7,-1.7,1
15,1,17,1,0,1,1,0,12,0,12,28.1666666666667,11.1,0.6,2.02,1
3,0,1,1,0,0,1,0,12,0,12,28.1666666666667,9.4,-0.8,-3.12,1
15,1,1,1,0,1,1,1,12,0,12,28.1666666666667,9.4,-0.8,-3.12,1
17,0,1,1,0,1,1,0,10,0,10,28.1666666666667,12.4,0.5,1.79,1
15,1,1,1,0,1,0,0,12,0,12,28.1666666666667,16.2,0.3,-0.92,1
5,1,1,1,0,1,0,0,12,0,12,28.1666666666667,16.2,0.3,-0.92,1
14,1,1,1,0,1,1,0,12,0,12,28.1666666666667,13.9,-0.3,0.79,1
11,1,1,1,0,1,0,1,10,0,12,28.1666666666667,15.5,2.8,-4.06,1
3,0,1,1,0,1,0,0,16,14,18,28.1587301587302,7.6,2.6,0.32,0
16,1,1,1,0,1,0,0,14,0,14,28.1428571428571,11.1,0.6,2.02,1
15,1,1,1,0,1,0,1,12,0,12,28.1428571428571,13.9,-0.3,0.79,1
6,1,14,1,0,1,0,0,12,2,12,28.1428571428571,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,1,16,0,16,28.1425,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,12,0,14,28.1333333333333,7.6,2.6,0.32,1
17,0,1,1,0,1,0,0,10,0,10,28.1333333333333,10.8,1.4,1.74,1
6,1,1,1,0,1,0,0,9,0,10,28.1333333333333,7.6,2.6,0.32,1
12,1,1,1,0,1,0,1,14,0,16,28.12,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,15,0,15,28.1197222222222,15.5,2.8,-4.06,1
14,1,1,1,0,1,0,0,12,0,12,28.1190476190476,8.9,1.4,3.51,1
14,1,1,1,0,0,0,1,12,0,12,28.1190476190476,8.9,1.4,3.51,1
12,1,1,1,0,1,0,0,15,0,15,28115.0,15.5,2.8,-4.06,1
9,1,1,1,0,1,0,1,10,0,10,28.1142857142857,11.1,0.6,2.02,1
14,1,1,1,0,1,1,0,12,0,12,28.1071428571429,11.1,0.6,2.02,1
12,1,1,1,0,1,1,0,13,0,15,28.1047619047619,11.1,0.6,2.02,1
6,1,1,1,0,1,0,1,9,0,10,28.1,10.8,1.4,1.74,1
6,1,1,1,0,1,0,0,10,0,10,28.1,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,15,0,15,28.0976785714286,11.1,0.6,2.02,1
16,1,3,1,0,0,0,0,12,1,12,28.0952380952381,10.8,1.4,1.74,1
7,1,1,1,0,1,1,0,10,0,10,28.0857142857143,12.4,0.5,1.79,0
6,1,1,1,0,1,0,0,8,0,10,28.0833333333333,10.8,1.4,1.74,1
2,1,1,1,0,1,0,1,23,10,23,28.0833333333333,8.9,1.4,3.51,1
12,1,1,1,0,1,0,1,12,0,14,28.0666666666667,7.6,2.6,0.32,1
13,1,1,1,0,1,0,1,15,0,15,28.0625,12.4,0.5,1.79,1
12,1,1,1,0,1,0,0,15,0,15,28.0498412698413,11.1,0.6,2.02,1
11,1,1,1,0,1,1,0,11,0,12,28.047619047619,16.2,0.3,-0.92,0
12,1,1,1,0,1,0,1,13,0,15,28.0419047619048,11.1,0.6,2.02,1
12,1,1,1,0,1,0,0,12,0,14,28.0333333333333,7.6,2.6,0.32,1
17,0,1,1,0,1,1,0,10,0,10,28.0333333333333,10.8,1.4,1.74,1
17,0,9,1,0,1,1,0,10,0,10,28.0333333333333,10.8,1.4,1.74,1
12,1,1,1,0,1,0,0,15,0,15,28.0303571428571,13.9,-0.3,0.79,0
12,1,1,1,0,1,0,0,14,0,16,28.0285714285714,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,1,15,0,15,28025.0,13.9,-0.3,0.79,1
10,1,1,1,0,1,0,1,12,0,12,28.0238095238095,10.8,1.4,1.74,1
12,1,1,1,0,1,0,1,15,8,15,28.0205357142857,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,11,0,14,28.01,12.4,0.5,1.79,1
6,1,1,1,0,1,0,0,10,0,10,28.0,12.7,3.7,-1.7,1
15,1,1,1,0,1,0,1,12,0,12,28.0,16.2,0.3,-0.92,1
10,1,1,1,0,1,0,0,12,0,12,28.0,10.8,1.4,1.74,1
10,1,14,1,0,1,0,0,12,5,12,28.0,13.9,-0.3,0.79,1
15,1,9,1,0,1,1,0,11,0,12,28.0,9.4,-0.8,-3.12,1
5,1,1,1,0,1,0,1,12,0,12,28.0,12.7,3.7,-1.7,1
14,1,1,1,0,1,0,0,11,0,12,28.0,8.9,1.4,3.51,1
5,1,1,1,0,1,0,0,12,0,12,28.0,11.1,0.6,2.02,1
6,1,1,1,0,1,0,0,10,0,10,28.0,12.7,3.7,-1.7,1
4,1,1,1,0,1,1,0,12,0,12,28.0,11.1,0.6,2.02,1
14,1,1,1,0,1,0,1,11,0,12,28.0,12.4,0.5,1.79,1
7,1,14,1,0,1,1,0,4,4,13,28.0,12.4,0.5,1.79,1
5,1,1,1,0,1,1,0,12,0,12,28.0,11.1,0.6,2.02,1
15,1,1,1,0,1,0,1,12,0,12,28.0,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,14,0,16,28.0,12.7,3.7,-1.7,1
7,1,1,1,0,1,1,1,3,0,10,28.0,9.4,-0.8,-3.12,1
9,1,1,1,0,1,0,0,2,0,10,28.0,7.6,2.6,0.32,1
15,1,1,1,0,1,0,0,12,0,12,28.0,12.4,0.5,1.79,1
6,1,16,1,0,1,1,1,16,11,20,27.9722222222222,8.9,1.4,3.51,1
12,1,1,1,0,1,0,0,15,0,15,27.9696428571429,13.9,-0.3,0.79,1
10,1,9,1,0,1,1,0,16,6,16,27.968253968254,10.8,1.4,1.74,1
6,1,1,1,0,1,0,1,12,0,12,27.968253968254,12.4,0.5,1.79,1
12,1,1,1,0,1,0,0,12,0,14,27.9666666666667,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,10,0,14,27.96,7.6,2.6,0.32,1
3,0,2,1,0,1,0,0,19,13,19,27.9545454545455,12.7,3.7,-1.7,1
6,1,14,1,0,1,0,0,11,2,12,27.9444444444444,12.4,0.5,1.79,1
7,1,15,1,0,1,1,0,10,0,10,27.9428571428571,11.1,0.6,2.02,1
12,1,1,1,0,1,0,1,14,0,16,27.9428571428571,12.7,3.7,-1.7,1
4,1,1,1,0,1,0,0,23,9,24,27.9370629370629,8.9,1.4,3.51,1
12,1,1,1,0,1,0,0,12,0,14,27.9333333333333,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,12,0,14,27.9333333333333,7.6,2.6,0.32,1
15,1,1,1,0,1,0,1,12,0,12,27.9285714285714,16.2,0.3,-0.92,1
3,0,3,1,0,1,0,0,22,13,23,27.9166666666667,16.2,0.3,-0.92,1
6,1,1,3,0,1,0,0,12,1,14,27.9142857142857,12.4,0.5,1.79,1
12,1,1,1,0,1,0,1,14,0,16,27.9142857142857,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,0,15,0,15,27.9125,13.9,-0.3,0.79,1
14,1,1,1,0,1,1,1,12,0,12,27.9047619047619,12.4,0.5,1.79,1
6,1,1,1,0,1,1,0,10,0,10,27.9,9.4,-0.8,-3.12,1
6,1,15,1,0,1,1,0,13,13,24,27.9,11.1,0.6,2.02,0
12,1,1,1,0,1,1,0,10,0,14,27.9,12.4,0.5,1.79,1
12,1,1,1,0,1,0,1,16,0,16,27895.0,9.4,-0.8,-3.12,1
13,1,1,1,0,1,0,0,15,0,15,27.8857142857143,12.4,0.5,1.79,1
14,1,1,1,0,1,0,1,11,0,12,27.8857142857143,12.4,0.5,1.79,1
10,1,1,1,0,1,0,0,12,0,12,27.8809523809524,13.9,-0.3,0.79,1
12,1,1,1,0,1,0,0,14,0,16,27.8742857142857,10.8,1.4,1.74,1
5,1,15,1,0,1,0,0,25,15,25,27.8653846153846,13.9,-0.3,0.79,1
15,1,1,1,0,1,0,1,12,0,12,27.8571428571429,15.5,2.8,-4.06,0
5,1,1,1,0,1,1,0,12,0,12,27.8571428571429,8.9,1.4,3.51,1
3,0,1,1,0,1,0,0,19,10,19,27.8571428571429,7.6,2.6,0.32,1
10,1,1,1,0,1,1,1,12,0,12,27.8571428571429,13.9,-0.3,0.79,1
6,1,14,1,0,1,0,0,11,2,12,27.8571428571429,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,0,14,0,16,27.8514285714286,10.8,1.4,1.74,1
8,1,1,1,0,1,0,0,9,0,12,27.85,12.4,0.5,1.79,1
12,1,1,1,0,1,0,0,15,9,15,27.8493055555556,15.5,2.8,-4.06,1
16,1,1,1,1,1,0,1,12,0,12,27.8333333333333,10.8,1.4,1.74,1
15,1,1,1,0,1,0,1,12,0,12,27.8333333333333,8.9,1.4,3.51,0
7,1,1,1,0,1,1,0,9,0,10,27.8333333333333,7.6,2.6,0.32,1
11,1,1,10,0,1,0,0,12,0,12,27.8333333333333,12.4,0.5,1.79,1
10,1,1,1,0,1,0,0,12,0,12,27.8333333333333,9.4,-0.8,-3.12,1
7,1,1,1,0,1,1,0,7,0,11,27.8333333333333,11.1,0.6,2.02,0
10,1,1,1,0,1,0,0,12,0,12,27.8333333333333,10.8,1.4,1.74,1
11,1,1,1,0,1,0,0,12,0,12,27.8333333333333,10.8,1.4,1.74,1
5,1,1,1,0,1,0,0,12,0,12,27.8333333333333,12.7,3.7,-1.7,1
15,1,1,1,0,1,0,1,12,0,12,27.8333333333333,11.1,0.6,2.02,0
15,1,1,1,0,1,1,1,9,0,12,27.8333333333333,13.9,-0.3,0.79,1
14,1,1,1,0,1,0,1,11,0,12,27.8333333333333,10.8,1.4,1.74,1
5,1,1,1,0,1,0,0,12,0,12,27.8333333333333,9.4,-0.8,-3.12,1
11,1,1,1,0,1,0,1,12,0,12,27.8333333333333,12.4,0.5,1.79,1
15,1,1,1,0,1,0,1,12,0,12,27.8333333333333,12.4,0.5,1.79,1
12,1,1,1,0,1,0,0,12,0,14,27.8333333333333,7.6,2.6,0.32,1
16,1,1,1,0,1,0,0,12,0,12,27.8333333333333,7.6,2.6,0.32,1
2,1,1,1,0,1,0,1,23,10,23,27.8333333333333,8.9,1.4,3.51,1
5,1,1,1,0,1,0,0,12,0,12,27.8333333333333,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,13,0,15,27.8180952380952,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,1,14,0,15,27.8166071428571,15.5,2.8,-4.06,1
12,1,1,1,0,1,1,0,15,0,15,27.8069444444444,13.9,-0.3,0.79,1
12,1,1,1,0,1,0,0,15,0,15,27.8060714285714,11.1,0.6,2.02,1
9,1,1,1,0,1,1,0,9,0,10,27.8,11.1,0.6,2.02,1
17,0,1,1,0,1,0,0,10,1,10,27.8,8.9,1.4,3.51,1
15,1,1,1,0,1,1,0,9,0,12,27.8,12.7,3.7,-1.7,0
14,1,1,1,0,1,0,1,11,0,12,27.8,8.9,1.4,3.51,1
12,1,1,1,0,1,0,0,12,0,14,27.8,7.6,2.6,0.32,1
7,1,1,1,0,1,1,1,10,0,10,27.8,8.9,1.4,3.51,1
12,1,1,1,0,1,0,1,12,0,14,27.8,7.6,2.6,0.32,1
12,1,1,1,0,1,0,0,14,0,16,27.8,12.7,3.7,-1.7,1
17,0,9,1,0,1,1,0,10,0,10,27.8,7.6,2.6,0.32,1
8,1,1,1,0,1,0,0,12,0,12,27.7777777777778,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,1,15,0,15,27.7734920634921,11.1,0.6,2.02,1
12,1,1,1,0,1,0,0,15,0,15,27.7682142857143,11.1,0.6,2.02,1
12,1,1,1,0,1,0,0,15,0,15,27.7650793650794,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,1,16,0,16,27.7625,9.4,-0.8,-3.12,1
8,1,1,1,0,0,0,0,8,0,10,27.75,9.4,-0.8,-3.12,0
12,1,1,1,0,1,0,0,13,0,15,27.7428571428571,13.9,-0.3,0.79,1
12,1,1,1,0,1,0,0,15,0,15,27.7375,13.9,-0.3,0.79,1
12,1,1,1,0,1,1,0,14,0,16,27.7342857142857,10.8,1.4,1.74,1
12,1,1,1,0,1,1,1,15,0,15,27.7222222222222,16.2,0.3,-0.92,1
12,1,1,1,0,1,0,1,14,0,16,27.7142857142857,12.7,3.7,-1.7,1
16,1,1,1,0,1,0,1,14,0,14,27.7142857142857,11.1,0.6,2.02,1
7,1,15,1,0,1,1,0,7,3,10,27.7,16.2,0.3,-0.92,1
6,1,14,1,0,1,0,0,7,2,12,27.7,13.9,-0.3,0.79,1
12,1,1,1,0,1,0,0,15,0,15,27.6944444444444,11.1,0.6,2.02,1
12,1,1,1,0,1,1,1,14,0,16,27.6857142857143,12.7,3.7,-1.7,1
4,1,16,1,0,1,0,1,22,12,22,27.6846153846154,8.9,1.4,3.51,1
6,1,16,1,0,1,0,0,20,11,20,27.6746031746032,8.9,1.4,3.51,1
6,1,16,1,0,0,0,1,18,11,21,27.6703296703297,8.9,1.4,3.51,1
11,1,1,1,0,0,1,0,12,0,12,27.6666666666667,13.9,-0.3,0.79,1
9,1,12,1,0,1,1,0,6,0,10,27.6666666666667,8.9,1.4,3.51,0
5,1,1,1,0,1,1,1,12,0,12,27.6666666666667,12.4,0.5,1.79,1
5,1,1,1,0,1,0,0,11,0,12,27.6666666666667,12.7,3.7,-1.7,1
10,1,14,1,0,1,0,0,12,5,12,27.6666666666667,12.4,0.5,1.79,1
15,1,1,1,0,1,1,1,12,0,12,27.6666666666667,12.7,3.7,-1.7,1
5,1,1,14,0,1,0,1,12,0,12,27.6666666666667,11.1,0.6,2.02,1
10,1,1,1,0,1,0,1,12,0,12,27.6666666666667,12.4,0.5,1.79,1
8,1,1,1,0,1,1,0,12,0,12,27.6666666666667,12.4,0.5,1.79,1
8,1,3,1,0,0,0,0,5,1,10,27.6666666666667,10.8,1.4,1.74,0
15,1,1,1,0,1,0,1,12,0,12,27.6666666666667,8.9,1.4,3.51,1
12,1,1,1,0,1,1,0,14,0,16,27.6571428571429,12.7,3.7,-1.7,1
6,1,1,1,0,1,1,0,9,0,10,27.65,7.6,2.6,0.32,1
14,1,9,1,0,1,1,1,12,0,12,27.6428571428571,15.5,2.8,-4.06,1
12,1,1,1,0,1,0,1,14,0,16,27.6342857142857,10.8,1.4,1.74,1
17,0,1,1,0,1,1,0,10,0,10,27.6333333333333,9.4,-0.8,-3.12,1
12,1,1,1,0,1,0,1,14,0,16,27.6285714285714,12.7,3.7,-1.7,1
12,1,1,1,0,1,0,0,16,0,16,27.6275,9.4,-0.8,-3.12,1
10,1,1,1,0,1,0,1,12,0,12,27.6190476190476,12.4,0.5,1.79,1
5,1,1,1,0,1,1,0,27,16,27,27.6153846153846,15.5,2.8,-4.06,1
